Airport Name,Year,City,Airport ID,Measure,Value
Lehigh Valley International,2016,Allentown,ABE,All-cargo operations landed weight (thousands of short tons),194
Laredo International,2016,Laredo,LRD,All-cargo operations landed weight (thousands of short tons),225
Charlotte/Douglas International,2016,Charlotte,CLT,All-cargo operations landed weight (thousands of short tons),234
General Mitchell International,2016,Milwaukee,MKE,All-cargo operations landed weight (thousands of short tons),307
San Diego International,2016,San Diego,SAN,All-cargo operations landed weight (thousands of short tons),320
Kansas City International,2016,Kansas City,MCI,All-cargo operations landed weight (thousands of short tons),308
Pittsburgh International,2016,Pittsburgh,PIT,All-cargo operations landed weight (thousands of short tons),226
Albuquerque International Sunport,2016,Albuquerque,ABQ,All-cargo operations landed weight (thousands of short tons),288
Sacramento Mather,2016,Sacramento,MHR,All-cargo operations landed weight (thousands of short tons),188
Reno/Tahoe International,2016,Reno,RNO,All-cargo operations landed weight (thousands of short tons),306
Manchester,2016,Manchester,MHT,All-cargo operations landed weight (thousands of short tons),241
Austin-Bergstrom International,2016,Austin,AUS,All-cargo operations landed weight (thousands of short tons),242
Richmond International,2016,Highland Springs,RIC,All-cargo operations landed weight (thousands of short tons),216
Raleigh-Durham International,2016,Raleigh,RDU,All-cargo operations landed weight (thousands of short tons),226
Rafael Hernandez,2016,Aguadilla,BQN,All-cargo operations landed weight (thousands of short tons),266
Jacksonville International,2016,Jacksonville,JAX,All-cargo operations landed weight (thousands of short tons),204
Washington Dulles International,2016,Dulles,IAD,All-cargo operations landed weight (thousands of short tons),230
Fort Lauderdale/Hollywood International,2016,Fort Lauderdale,FLL,All-cargo operations landed weight (thousands of short tons),246
Spokane International,2016,Spokane,GEG,All-cargo operations landed weight (thousands of short tons),228
Greenville Spartanburg International,2016,Greer,GSP,All-cargo operations landed weight (thousands of short tons),124
Huntsville International-Carl T Jones Field,2016,Huntsville,HSV,All-cargo operations landed weight (thousands of short tons),206
Columbia Metropolitan,2016,Columbia,CAE,All-cargo operations landed weight (thousands of short tons),204
Billings Logan International,2016,Billings,BIL,All-cargo operations landed weight (thousands of short tons),169
Eppley Airfield,2016,Omaha,OMA,All-cargo operations landed weight (thousands of short tons),198
Harrisburg International,2016,Harrisburg,MDT,All-cargo operations landed weight (thousands of short tons),182
Tulsa International,2016,Tulsa,TUL,All-cargo operations landed weight (thousands of short tons),161
Cleveland-Hopkins International,2016,Cleveland,CLE,All-cargo operations landed weight (thousands of short tons),202
McCarran International,2016,Las Vegas,LAS,All-cargo operations landed weight (thousands of short tons),201
Louis Armstrong New Orleans International,2016,Metairie,MSY,All-cargo operations landed weight (thousands of short tons),158
Lubbock Preston Smith International,2016,Lubbock,LBB,All-cargo operations landed weight (thousands of short tons),176
St Louis Lambert International,2016,St. Louis,STL,All-cargo operations landed weight (thousands of short tons),177
Valley International,2016,Harlingen,HRL,All-cargo operations landed weight (thousands of short tons),132
Joe Foss Field,2016,Sioux Falls,FSD,All-cargo operations landed weight (thousands of short tons),184
The Eastern Iowa,2016,Cedar Rapids,CID,All-cargo operations landed weight (thousands of short tons),138
Syracuse Hancock International,2016,Syracuse,SYR,All-cargo operations landed weight (thousands of short tons),162
Charleston AFB/International,2016,Charleston,CHS,All-cargo operations landed weight (thousands of short tons),148
Boise Air Terminal/Gowen Field,2016,Boise,BOI,All-cargo operations landed weight (thousands of short tons),173
Buffalo Niagara International,2016,Buffalo,BUF,All-cargo operations landed weight (thousands of short tons),142
Nashville International,2016,Nashville,BNA,All-cargo operations landed weight (thousands of short tons),142
Shreveport Regional,2016,Shreveport,SHV,All-cargo operations landed weight (thousands of short tons),121
Ellison Onizuka Kona International at Keahole,2016,Kailua Kona,KOA,All-cargo operations landed weight (thousands of short tons),129
McGhee Tyson,2016,Alcoa,TYS,All-cargo operations landed weight (thousands of short tons),147
Hector International,2016,Fargo,FAR,All-cargo operations landed weight (thousands of short tons),26
Greater Rochester International,2016,Rochester,ROC,All-cargo operations landed weight (thousands of short tons),125
Stockton Metropolitan,2016,Stockton,SCK,All-cargo operations landed weight (thousands of short tons),92
Des Moines International,2016,Des Moines,DSM,All-cargo operations landed weight (thousands of short tons),243
Will Rogers World,2016,Oklahoma City,OKC,All-cargo operations landed weight (thousands of short tons),108
Kahului,2016,Kahului,OGG,All-cargo operations landed weight (thousands of short tons),141
Norman Y Mineta San Jose International,2016,San Jose,SJC,All-cargo operations landed weight (thousands of short tons),132
Theodore Francis Green State,2016,Warwick,PVD,All-cargo operations landed weight (thousands of short tons),56
Wichita Dwight D Eisenhower National,2016,Wichita,ICT,All-cargo operations landed weight (thousands of short tons),103
Snohomish County (Paine Field),2016,Everett,PAE,All-cargo operations landed weight (thousands of short tons),117
Gerald R Ford International,2016,Grand Rapids,GRR,All-cargo operations landed weight (thousands of short tons),115
Willow Run,2016,Detroit,YIP,All-cargo operations landed weight (thousands of short tons),87
Norfolk International,2016,Norfolk,ORF,All-cargo operations landed weight (thousands of short tons),103
Capital Region International,2016,Clinton (Township of),LAN,All-cargo operations landed weight (thousands of short tons),79
Fort Wayne International,2016,Fort Wayne,FWA,All-cargo operations landed weight (thousands of short tons),99
Hilo International,2016,Hilo,ITO,All-cargo operations landed weight (thousands of short tons),91
Guam International,2016,Tamuning,GUM,All-cargo operations landed weight (thousands of short tons),53
Great Falls International,2016,Great Falls,GTF,All-cargo operations landed weight (thousands of short tons),87
Southwest Georgia Regional,2016,Albany,ABY,All-cargo operations landed weight (thousands of short tons),82
San Bernardino International,2016,San Bernardino,SBD,All-cargo operations landed weight (thousands of short tons),3
Southwest Florida International,2016,Fort Myers,RSW,All-cargo operations landed weight (thousands of short tons),72
Birmingham-Shuttlesworth International,2016,Birmingham,BHM,All-cargo operations landed weight (thousands of short tons),89
New York Stewart International,2016,Newburgh,SWF,All-cargo operations landed weight (thousands of short tons),78
Albany International,2016,Albany,ALB,All-cargo operations landed weight (thousands of short tons),84
Long Beach /Daugherty Field/,2016,Long Beach,LGB,All-cargo operations landed weight (thousands of short tons),84
Mobile Downtown,2016,Mobile,BFM,All-cargo operations landed weight (thousands of short tons),87
Tucson International,2016,Tucson,TUS,All-cargo operations landed weight (thousands of short tons),81
Springfield-Branson National,2016,Springfield,SGF,All-cargo operations landed weight (thousands of short tons),93
Roanoke-Blacksburg Regional/Woodrum Field,2016,Roanoke,ROA,All-cargo operations landed weight (thousands of short tons),63
Bill and Hillary Clinton National/Adams Field,2016,Little Rock,LIT,All-cargo operations landed weight (thousands of short tons),76
Lihue,2016,Lihue,LIH,All-cargo operations landed weight (thousands of short tons),63
Toledo Express,2016,Toledo,TOL,All-cargo operations landed weight (thousands of short tons),61
Fresno Yosemite International,2016,Fresno,FAT,All-cargo operations landed weight (thousands of short tons),53
General Downing - Peoria International,2016,Peoria,PIA,All-cargo operations landed weight (thousands of short tons),69
Lafayette Regional/Paul Fournet Field,2016,Lafayette,LFT,All-cargo operations landed weight (thousands of short tons),55
Fairbanks International,2016,Fairbanks,FAI,All-cargo operations landed weight (thousands of short tons),58
City of Colorado Springs Municipal,2016,Colorado Springs,COS,All-cargo operations landed weight (thousands of short tons),54
Bishop International,2016,Flint,FNT,All-cargo operations landed weight (thousands of short tons),42
Jackson-Medgar Wiley Evers International,2016,Jackson,JAN,All-cargo operations landed weight (thousands of short tons),38
James M Cox Dayton International,2016,Dayton,DAY,All-cargo operations landed weight (thousands of short tons),26
March ARB,2016,Riverside,RIV,All-cargo operations landed weight (thousands of short tons),4
Lovell Field,2016,Chattanooga,CHA,All-cargo operations landed weight (thousands of short tons),27
Thief River Falls Regional,2016,Thief River Falls,TVF,All-cargo operations landed weight (thousands of short tons),12
Bangor International,2016,Bangor,BGR,All-cargo operations landed weight (thousands of short tons),12
Brownsville/South Padre Island International,2016,Brownsville,BRO,All-cargo operations landed weight (thousands of short tons),8
Grand Forks International,2016,Grand Forks,GFK,All-cargo operations landed weight (thousands of short tons),103
Gogebic-Iron County,2016,Ironwood,IWD,All-cargo operations landed weight (thousands of short tons),2
Gallup Municipal,2016,Gallup,GUP,All-cargo operations landed weight (thousands of short tons),2
Chico Municipal,2016,Chico,CIC,All-cargo operations landed weight (thousands of short tons),2
Portsmouth International at Pease,2016,Portsmouth,PSM,All-cargo operations landed weight (thousands of short tons),1
Niagara Falls International,2016,Niagara Falls,IAG,All-cargo operations landed weight (thousands of short tons),0
Tucumcari Municipal,2016,Tucumcari,TCC,All-cargo operations landed weight (thousands of short tons),1
South Bend International,2016,South Bend,SBN,All-cargo operations landed weight (thousands of short tons),53
St Pete-Clearwater International,2016,Clearwater,PIE,All-cargo operations landed weight (thousands of short tons),94
Memphis International,2017,Memphis,MEM,All-cargo operations landed weight (thousands of short tons),"11,975"
Ted Stevens Anchorage International,2017,Anchorage,ANC,All-cargo operations landed weight (thousands of short tons),"8,669"
Louisville Muhammad Ali International,2017,Louisville,SDF,All-cargo operations landed weight (thousands of short tons),"6,702"
Miami International,2017,Miami,MIA,All-cargo operations landed weight (thousands of short tons),"3,982"
Los Angeles International,2017,Los Angeles,LAX,All-cargo operations landed weight (thousands of short tons),"3,599"
Cincinnati/Northern Kentucky International,2017,Cincinnati,CVG,All-cargo operations landed weight (thousands of short tons),"2,850"
Chicago O'Hare International,2017,Chicago,ORD,All-cargo operations landed weight (thousands of short tons),"5,187"
Indianapolis International,2017,Indianapolis,IND,All-cargo operations landed weight (thousands of short tons),"2,569"
Dallas-Fort Worth International,2017,Fort Worth,DFW,All-cargo operations landed weight (thousands of short tons),"2,078"
Ontario International,2017,Ontario,ONT,All-cargo operations landed weight (thousands of short tons),"1,761"
Metropolitan Oakland International,2017,Oakland,OAK,All-cargo operations landed weight (thousands of short tons),"1,636"
John F Kennedy International,2017,New York,JFK,All-cargo operations landed weight (thousands of short tons),"1,469"
Hartsfield - Jackson Atlanta International,2017,Atlanta,ATL,All-cargo operations landed weight (thousands of short tons),"1,391"
Newark Liberty International,2017,Newark,EWR,All-cargo operations landed weight (thousands of short tons),"1,495"
Daniel K Inouye International,2017,Honolulu,HNL,All-cargo operations landed weight (thousands of short tons),"1,244"
Seattle-Tacoma International,2017,Seattle,SEA,All-cargo operations landed weight (thousands of short tons),"1,158"
Philadelphia International,2017,Philadelphia,PHL,All-cargo operations landed weight (thousands of short tons),"1,009"
George Bush Intercontinental/Houston,2017,Houston,IAH,All-cargo operations landed weight (thousands of short tons),878
Chicago/Rockford International,2017,Rockford,RFD,All-cargo operations landed weight (thousands of short tons),691
Phoenix Sky Harbor International,2017,Phoenix,PHX,All-cargo operations landed weight (thousands of short tons),879
Portland International,2017,Portland,PDX,All-cargo operations landed weight (thousands of short tons),736
Denver International,2017,Denver,DEN,All-cargo operations landed weight (thousands of short tons),696
Tampa International,2017,Tampa,TPA,All-cargo operations landed weight (thousands of short tons),427
Luis Munoz Marin International,2017,San Juan,SJU,All-cargo operations landed weight (thousands of short tons),604
Baltimore/Washington International Thurgood Marshall,2017,Glen Burnie,BWI,All-cargo operations landed weight (thousands of short tons),472
Rickenbacker International,2017,Columbus,LCK,All-cargo operations landed weight (thousands of short tons),543
Salt Lake City International,2017,Salt Lake City,SLC,All-cargo operations landed weight (thousands of short tons),562
Minneapolis-St Paul International/Wold-Chamberlain,2017,Minneapolis,MSP,All-cargo operations landed weight (thousands of short tons),515
San Francisco International,2017,San Francisco,SFO,All-cargo operations landed weight (thousands of short tons),627
Orlando International,2017,Orlando,MCO,All-cargo operations landed weight (thousands of short tons),496
General Edward Lawrence Logan International,2017,Boston,BOS,All-cargo operations landed weight (thousands of short tons),498
Bradley International,2017,Windsor Locks,BDL,All-cargo operations landed weight (thousands of short tons),409
San Antonio International,2017,San Antonio,SAT,All-cargo operations landed weight (thousands of short tons),422
Fort Worth Alliance,2017,Fort Worth,AFW,All-cargo operations landed weight (thousands of short tons),452
Detroit Metropolitan Wayne County,2017,Detroit,DTW,All-cargo operations landed weight (thousands of short tons),395
Boeing Field/King County International,2017,Seattle,BFI,All-cargo operations landed weight (thousands of short tons),373
Sacramento International,2017,Sacramento,SMF,All-cargo operations landed weight (thousands of short tons),184
El Paso International,2017,El Paso,ELP,All-cargo operations landed weight (thousands of short tons),263
Piedmont Triad International,2017,Greensboro,GSO,All-cargo operations landed weight (thousands of short tons),304
Lehigh Valley International,2017,Allentown,ABE,All-cargo operations landed weight (thousands of short tons),345
Laredo International,2017,Laredo,LRD,All-cargo operations landed weight (thousands of short tons),294
Charlotte/Douglas International,2017,Charlotte,CLT,All-cargo operations landed weight (thousands of short tons),302
General Mitchell International,2017,Milwaukee,MKE,All-cargo operations landed weight (thousands of short tons),301
San Diego International,2017,San Diego,SAN,All-cargo operations landed weight (thousands of short tons),318
Kansas City International,2017,Kansas City,MCI,All-cargo operations landed weight (thousands of short tons),286
Pittsburgh International,2017,Pittsburgh,PIT,All-cargo operations landed weight (thousands of short tons),235
Albuquerque International Sunport,2017,Albuquerque,ABQ,All-cargo operations landed weight (thousands of short tons),281
Sacramento Mather,2017,Sacramento,MHR,All-cargo operations landed weight (thousands of short tons),220
Reno/Tahoe International,2017,Reno,RNO,All-cargo operations landed weight (thousands of short tons),277
Manchester,2017,Manchester,MHT,All-cargo operations landed weight (thousands of short tons),245
Austin-Bergstrom International,2017,Austin,AUS,All-cargo operations landed weight (thousands of short tons),274
Richmond International,2017,Highland Springs,RIC,All-cargo operations landed weight (thousands of short tons),250
Raleigh-Durham International,2017,Raleigh,RDU,All-cargo operations landed weight (thousands of short tons),251
Rafael Hernandez,2017,Aguadilla,BQN,All-cargo operations landed weight (thousands of short tons),262
Jacksonville International,2017,Jacksonville,JAX,All-cargo operations landed weight (thousands of short tons),207
Washington Dulles International,2017,Dulles,IAD,All-cargo operations landed weight (thousands of short tons),229
Fort Lauderdale/Hollywood International,2017,Fort Lauderdale,FLL,All-cargo operations landed weight (thousands of short tons),229
Spokane International,2017,Spokane,GEG,All-cargo operations landed weight (thousands of short tons),235
Greenville Spartanburg International,2017,Greer,GSP,All-cargo operations landed weight (thousands of short tons),172
Huntsville International-Carl T Jones Field,2017,Huntsville,HSV,All-cargo operations landed weight (thousands of short tons),210
Columbia Metropolitan,2017,Columbia,CAE,All-cargo operations landed weight (thousands of short tons),201
Billings Logan International,2017,Billings,BIL,All-cargo operations landed weight (thousands of short tons),174
Eppley Airfield,2017,Omaha,OMA,All-cargo operations landed weight (thousands of short tons),203
Harrisburg International,2017,Harrisburg,MDT,All-cargo operations landed weight (thousands of short tons),182
Tulsa International,2017,Tulsa,TUL,All-cargo operations landed weight (thousands of short tons),177
Cleveland-Hopkins International,2017,Cleveland,CLE,All-cargo operations landed weight (thousands of short tons),191
McCarran International,2017,Las Vegas,LAS,All-cargo operations landed weight (thousands of short tons),185
Louis Armstrong New Orleans International,2017,Metairie,MSY,All-cargo operations landed weight (thousands of short tons),179
Lubbock Preston Smith International,2017,Lubbock,LBB,All-cargo operations landed weight (thousands of short tons),182
St Louis Lambert International,2017,St. Louis,STL,All-cargo operations landed weight (thousands of short tons),174
Valley International,2017,Harlingen,HRL,All-cargo operations landed weight (thousands of short tons),150
Joe Foss Field,2017,Sioux Falls,FSD,All-cargo operations landed weight (thousands of short tons),179
The Eastern Iowa,2017,Cedar Rapids,CID,All-cargo operations landed weight (thousands of short tons),149
Syracuse Hancock International,2017,Syracuse,SYR,All-cargo operations landed weight (thousands of short tons),162
Charleston AFB/International,2017,Charleston,CHS,All-cargo operations landed weight (thousands of short tons),154
Boise Air Terminal/Gowen Field,2017,Boise,BOI,All-cargo operations landed weight (thousands of short tons),170
Buffalo Niagara International,2017,Buffalo,BUF,All-cargo operations landed weight (thousands of short tons),142
Nashville International,2017,Nashville,BNA,All-cargo operations landed weight (thousands of short tons),146
Shreveport Regional,2017,Shreveport,SHV,All-cargo operations landed weight (thousands of short tons),144
Ellison Onizuka Kona International at Keahole,2017,Kailua Kona,KOA,All-cargo operations landed weight (thousands of short tons),142
McGhee Tyson,2017,Alcoa,TYS,All-cargo operations landed weight (thousands of short tons),137
Hector International,2017,Fargo,FAR,All-cargo operations landed weight (thousands of short tons),124
Greater Rochester International,2017,Rochester,ROC,All-cargo operations landed weight (thousands of short tons),127
Stockton Metropolitan,2017,Stockton,SCK,All-cargo operations landed weight (thousands of short tons),166
Des Moines International,2017,Des Moines,DSM,All-cargo operations landed weight (thousands of short tons),190
Will Rogers World,2017,Oklahoma City,OKC,All-cargo operations landed weight (thousands of short tons),120
Kahului,2017,Kahului,OGG,All-cargo operations landed weight (thousands of short tons),133
Norman Y Mineta San Jose International,2017,San Jose,SJC,All-cargo operations landed weight (thousands of short tons),125
Theodore Francis Green State,2017,Warwick,PVD,All-cargo operations landed weight (thousands of short tons),87
Wichita Dwight D Eisenhower National,2017,Wichita,ICT,All-cargo operations landed weight (thousands of short tons),104
Snohomish County (Paine Field),2017,Everett,PAE,All-cargo operations landed weight (thousands of short tons),117
Gerald R Ford International,2017,Grand Rapids,GRR,All-cargo operations landed weight (thousands of short tons),114
Willow Run,2017,Detroit,YIP,All-cargo operations landed weight (thousands of short tons),91
Norfolk International,2017,Norfolk,ORF,All-cargo operations landed weight (thousands of short tons),123
Capital Region International,2017,Clinton (Township of),LAN,All-cargo operations landed weight (thousands of short tons),89
Fort Wayne International,2017,Fort Wayne,FWA,All-cargo operations landed weight (thousands of short tons),96
Hilo International,2017,Hilo,ITO,All-cargo operations landed weight (thousands of short tons),99
Guam International,2017,Tamuning,GUM,All-cargo operations landed weight (thousands of short tons),54
Great Falls International,2017,Great Falls,GTF,All-cargo operations landed weight (thousands of short tons),90
Southwest Georgia Regional,2017,Albany,ABY,All-cargo operations landed weight (thousands of short tons),80
Dane County Regional-Truax Field,2017,Madison,MSN,All-cargo operations landed weight (thousands of short tons),0
San Bernardino International,2017,San Bernardino,SBD,All-cargo operations landed weight (thousands of short tons),10
Southwest Florida International,2017,Fort Myers,RSW,All-cargo operations landed weight (thousands of short tons),94
Birmingham-Shuttlesworth International,2017,Birmingham,BHM,All-cargo operations landed weight (thousands of short tons),82
New York Stewart International,2017,Newburgh,SWF,All-cargo operations landed weight (thousands of short tons),105
Albany International,2017,Albany,ALB,All-cargo operations landed weight (thousands of short tons),84
Long Beach /Daugherty Field/,2017,Long Beach,LGB,All-cargo operations landed weight (thousands of short tons),80
Mobile Downtown,2017,Mobile,BFM,All-cargo operations landed weight (thousands of short tons),85
Tucson International,2017,Tucson,TUS,All-cargo operations landed weight (thousands of short tons),80
Springfield-Branson National,2017,Springfield,SGF,All-cargo operations landed weight (thousands of short tons),99
Roanoke-Blacksburg Regional/Woodrum Field,2017,Roanoke,ROA,All-cargo operations landed weight (thousands of short tons),67
Bill and Hillary Clinton National/Adams Field,2017,Little Rock,LIT,All-cargo operations landed weight (thousands of short tons),78
Appleton International,2017,Appleton,ATW,All-cargo operations landed weight (thousands of short tons),63
Lihue,2017,Lihue,LIH,All-cargo operations landed weight (thousands of short tons),59
Kelly Field,2017,San Antonio,SKF,All-cargo operations landed weight (thousands of short tons),109
Toledo Express,2017,Toledo,TOL,All-cargo operations landed weight (thousands of short tons),61
Fresno Yosemite International,2017,Fresno,FAT,All-cargo operations landed weight (thousands of short tons),58
General Downing - Peoria International,2017,Peoria,PIA,All-cargo operations landed weight (thousands of short tons),61
Lafayette Regional/Paul Fournet Field,2017,Lafayette,LFT,All-cargo operations landed weight (thousands of short tons),56
Fairbanks International,2017,Fairbanks,FAI,All-cargo operations landed weight (thousands of short tons),55
City of Colorado Springs Municipal,2017,Colorado Springs,COS,All-cargo operations landed weight (thousands of short tons),45
Bishop International,2017,Flint,FNT,All-cargo operations landed weight (thousands of short tons),42
Jackson-Medgar Wiley Evers International,2017,Jackson,JAN,All-cargo operations landed weight (thousands of short tons),38
James M Cox Dayton International,2017,Dayton,DAY,All-cargo operations landed weight (thousands of short tons),26
March ARB,2017,Riverside,RIV,All-cargo operations landed weight (thousands of short tons),4
Lovell Field,2017,Chattanooga,CHA,All-cargo operations landed weight (thousands of short tons),28
Thief River Falls Regional,2017,Thief River Falls,TVF,All-cargo operations landed weight (thousands of short tons),14
Bangor International,2017,Bangor,BGR,All-cargo operations landed weight (thousands of short tons),18
Garden City Regional,2017,Garden City,GCK,All-cargo operations landed weight (thousands of short tons),0
Brownsville/South Padre Island International,2017,Brownsville,BRO,All-cargo operations landed weight (thousands of short tons),12
Grand Forks International,2017,Grand Forks,GFK,All-cargo operations landed weight (thousands of short tons),4
Gogebic-Iron County,2017,Ironwood,IWD,All-cargo operations landed weight (thousands of short tons),2
Gallup Municipal,2017,Gallup,GUP,All-cargo operations landed weight (thousands of short tons),2
Chico Municipal,2017,Chico,CIC,All-cargo operations landed weight (thousands of short tons),3
Portsmouth International at Pease,2017,Portsmouth,PSM,All-cargo operations landed weight (thousands of short tons),1
Niagara Falls International,2017,Niagara Falls,IAG,All-cargo operations landed weight (thousands of short tons),2
Grant County,2017,Silver City,SVC,All-cargo operations landed weight (thousands of short tons),0
Tucumcari Municipal,2017,Tucumcari,TCC,All-cargo operations landed weight (thousands of short tons),1
South Bend International,2017,South Bend,SBN,All-cargo operations landed weight (thousands of short tons),50
St Pete-Clearwater International,2017,Clearwater,PIE,All-cargo operations landed weight (thousands of short tons),81
Memphis International,2018,Memphis,MEM,All-cargo operations landed weight (thousands of short tons),"12,216"
Ted Stevens Anchorage International,2018,Anchorage,ANC,All-cargo operations landed weight (thousands of short tons),"9,207"
Louisville Muhammad Ali International,2018,Louisville,SDF,All-cargo operations landed weight (thousands of short tons),"7,322"
Miami International,2018,Miami,MIA,All-cargo operations landed weight (thousands of short tons),"4,199"
Los Angeles International,2018,Los Angeles,LAX,All-cargo operations landed weight (thousands of short tons),"3,658"
Cincinnati/Northern Kentucky International,2018,Cincinnati,CVG,All-cargo operations landed weight (thousands of short tons),"3,516"
Chicago O'Hare International,2018,Chicago,ORD,All-cargo operations landed weight (thousands of short tons),"3,349"
Indianapolis International,2018,Indianapolis,IND,All-cargo operations landed weight (thousands of short tons),"2,640"
Dallas-Fort Worth International,2018,Fort Worth,DFW,All-cargo operations landed weight (thousands of short tons),"2,152"
Ontario International,2018,Ontario,ONT,All-cargo operations landed weight (thousands of short tons),"2,099"
Metropolitan Oakland International,2018,Oakland,OAK,All-cargo operations landed weight (thousands of short tons),"1,813"
John F Kennedy International,2018,New York,JFK,All-cargo operations landed weight (thousands of short tons),"1,639"
Hartsfield - Jackson Atlanta International,2018,Atlanta,ATL,All-cargo operations landed weight (thousands of short tons),"1,496"
Newark Liberty International,2018,Newark,EWR,All-cargo operations landed weight (thousands of short tons),"1,453"
Daniel K Inouye International,2018,Honolulu,HNL,All-cargo operations landed weight (thousands of short tons),"1,373"
Seattle-Tacoma International,2018,Seattle,SEA,All-cargo operations landed weight (thousands of short tons),"1,233"
Philadelphia International,2018,Philadelphia,PHL,All-cargo operations landed weight (thousands of short tons),"1,225"
George Bush Intercontinental/Houston,2018,Houston,IAH,All-cargo operations landed weight (thousands of short tons),"1,099"
Chicago/Rockford International,2018,Rockford,RFD,All-cargo operations landed weight (thousands of short tons),"1,070"
Phoenix Sky Harbor International,2018,Phoenix,PHX,All-cargo operations landed weight (thousands of short tons),957
Portland International,2018,Portland,PDX,All-cargo operations landed weight (thousands of short tons),844
Denver International,2018,Denver,DEN,All-cargo operations landed weight (thousands of short tons),746
Tampa International,2018,Tampa,TPA,All-cargo operations landed weight (thousands of short tons),635
Luis Munoz Marin International,2018,San Juan,SJU,All-cargo operations landed weight (thousands of short tons),627
Baltimore/Washington International Thurgood Marshall,2018,Glen Burnie,BWI,All-cargo operations landed weight (thousands of short tons),619
Rickenbacker International,2018,Columbus,LCK,All-cargo operations landed weight (thousands of short tons),615
Salt Lake City International,2018,Salt Lake City,SLC,All-cargo operations landed weight (thousands of short tons),599
Minneapolis-St Paul International/Wold-Chamberlain,2018,Minneapolis,MSP,All-cargo operations landed weight (thousands of short tons),540
San Francisco International,2018,San Francisco,SFO,All-cargo operations landed weight (thousands of short tons),539
Orlando International,2018,Orlando,MCO,All-cargo operations landed weight (thousands of short tons),529
General Edward Lawrence Logan International,2018,Boston,BOS,All-cargo operations landed weight (thousands of short tons),504
Bradley International,2018,Windsor Locks,BDL,All-cargo operations landed weight (thousands of short tons),481
San Antonio International,2018,San Antonio,SAT,All-cargo operations landed weight (thousands of short tons),461
Fort Worth Alliance,2018,Fort Worth,AFW,All-cargo operations landed weight (thousands of short tons),461
Detroit Metropolitan Wayne County,2018,Detroit,DTW,All-cargo operations landed weight (thousands of short tons),422
Boeing Field/King County International,2018,Seattle,BFI,All-cargo operations landed weight (thousands of short tons),372
Sacramento International,2018,Sacramento,SMF,All-cargo operations landed weight (thousands of short tons),360
El Paso International,2018,El Paso,ELP,All-cargo operations landed weight (thousands of short tons),350
Piedmont Triad International,2018,Greensboro,GSO,All-cargo operations landed weight (thousands of short tons),344
Lehigh Valley International,2018,Allentown,ABE,All-cargo operations landed weight (thousands of short tons),340
Laredo International,2018,Laredo,LRD,All-cargo operations landed weight (thousands of short tons),337
Charlotte/Douglas International,2018,Charlotte,CLT,All-cargo operations landed weight (thousands of short tons),322
General Mitchell International,2018,Milwaukee,MKE,All-cargo operations landed weight (thousands of short tons),310
San Diego International,2018,San Diego,SAN,All-cargo operations landed weight (thousands of short tons),302
Kansas City International,2018,Kansas City,MCI,All-cargo operations landed weight (thousands of short tons),285
Pittsburgh International,2018,Pittsburgh,PIT,All-cargo operations landed weight (thousands of short tons),280
Albuquerque International Sunport,2018,Albuquerque,ABQ,All-cargo operations landed weight (thousands of short tons),277
Sacramento Mather,2018,Sacramento,MHR,All-cargo operations landed weight (thousands of short tons),276
Reno/Tahoe International,2018,Reno,RNO,All-cargo operations landed weight (thousands of short tons),271
Manchester,2018,Manchester,MHT,All-cargo operations landed weight (thousands of short tons),268
Austin-Bergstrom International,2018,Austin,AUS,All-cargo operations landed weight (thousands of short tons),268
Richmond International,2018,Highland Springs,RIC,All-cargo operations landed weight (thousands of short tons),257
Raleigh-Durham International,2018,Raleigh,RDU,All-cargo operations landed weight (thousands of short tons),251
Rafael Hernandez,2018,Aguadilla,BQN,All-cargo operations landed weight (thousands of short tons),244
Jacksonville International,2018,Jacksonville,JAX,All-cargo operations landed weight (thousands of short tons),243
Washington Dulles International,2018,Dulles,IAD,All-cargo operations landed weight (thousands of short tons),240
Fort Lauderdale/Hollywood International,2018,Fort Lauderdale,FLL,All-cargo operations landed weight (thousands of short tons),235
Spokane International,2018,Spokane,GEG,All-cargo operations landed weight (thousands of short tons),230
Greenville Spartanburg International,2018,Greer,GSP,All-cargo operations landed weight (thousands of short tons),224
Huntsville International-Carl T Jones Field,2018,Huntsville,HSV,All-cargo operations landed weight (thousands of short tons),224
Columbia Metropolitan,2018,Columbia,CAE,All-cargo operations landed weight (thousands of short tons),221
Billings Logan International,2018,Billings,BIL,All-cargo operations landed weight (thousands of short tons),221
Eppley Airfield,2018,Omaha,OMA,All-cargo operations landed weight (thousands of short tons),219
Harrisburg International,2018,Harrisburg,MDT,All-cargo operations landed weight (thousands of short tons),214
Tulsa International,2018,Tulsa,TUL,All-cargo operations landed weight (thousands of short tons),212
Cleveland-Hopkins International,2018,Cleveland,CLE,All-cargo operations landed weight (thousands of short tons),210
McCarran International,2018,Las Vegas,LAS,All-cargo operations landed weight (thousands of short tons),208
Louis Armstrong New Orleans International,2018,Metairie,MSY,All-cargo operations landed weight (thousands of short tons),187
Lubbock Preston Smith International,2018,Lubbock,LBB,All-cargo operations landed weight (thousands of short tons),184
St Louis Lambert International,2018,St. Louis,STL,All-cargo operations landed weight (thousands of short tons),183
Valley International,2018,Harlingen,HRL,All-cargo operations landed weight (thousands of short tons),183
Joe Foss Field,2018,Sioux Falls,FSD,All-cargo operations landed weight (thousands of short tons),183
